,Race,Gender,Year,JobType
24679,Minority,Men,2007,Semi-Skilled
17677,White,Women,2007,Skilled
19684,White,Men,2015,Skilled
18131,Minority,Women,2015,Unskilled
70295,White,Men,2015,Unskilled
76582,White,Women,2007,Unskilled
37623,White,Women,2007,Unskilled
43122,Minority,Women,2007,Unskilled
35315,White,Men,2007,Unskilled
36144,Minority,Men,2015,Unskilled
28891,Minority,Men,2015,Semi-Skilled
83835,White,Women,2015,Unskilled
12257,White,Men,2015,Skilled
38784,Minority,Women,2015,Unskilled
74882,White,Women,2007,Unskilled
48251,White,Men,2007,Unskilled
2520,White,Men,2007,Skilled
55139,White,Women,2015,Unskilled
47235,Minority,Men,2015,Unskilled
54375,White,Men,2015,Unskilled
41819,White,Men,2015,Unskilled
61746,White,Men,2015,Semi-Skilled
73285,White,Men,2007,Unskilled
39886,Minority,Men,2007,Unskilled
15792,Minority,Women,2007,Unskilled
36499,Minority,Men,2015,Unskilled
13639,Minority,Men,2007,Unskilled
82150,White,Women,2015,Unskilled
2495,White,Women,2015,Skilled
49544,White,Men,2007,Unskilled
16191,White,Men,2007,Skilled
31529,Minority,Women,2015,Semi-Skilled
9297,Minority,Women,2007,Unskilled
14560,Minority,Women,2007,Unskilled
66695,White,Men,2007,Unskilled
19949,Minority,Women,2015,Unskilled
18823,Minority,Women,2015,Unskilled
14189,Minority,Women,2007,Unskilled
6637,White,Women,2007,Skilled
28284,White,Men,2015,Unskilled
62107,White,Men,2015,Semi-Skilled
50700,White,Men,2007,Unskilled
21760,Minority,Men,2007,Unskilled
78796,White,Men,2015,Unskilled
32348,White,Women,2015,Unskilled
20381,Minority,Women,2015,Unskilled
49989,Minority,Women,2015,Unskilled
48074,Minority,Men,2015,Unskilled
68635,White,Women,2007,Unskilled
44756,Minority,Women,2007,Unskilled
29102,White,Men,2015,Unskilled
10061,Minority,Men,2015,Unskilled
29226,Minority,Men,2015,Semi-Skilled
31112,White,Women,2015,Unskilled
17697,White,Women,2007,Skilled
4580,Minority,Women,2007,Skilled
52496,White,Men,2015,Unskilled
52420,Minority,Women,2015,Unskilled
29984,Minority,Men,2015,Semi-Skilled
6246,White,Men,2007,Skilled
12194,Minority,Women,2015,Unskilled
4393,White,Men,2007,Skilled
51638,White,Women,2007,Unskilled
14332,White,Women,2015,Skilled
62366,White,Men,2015,Semi-Skilled
28861,Minority,Men,2015,Semi-Skilled
711,Minority,Men,2007,Skilled
18577,Minority,Women,2015,Unskilled
48696,Minority,Women,2015,Unskilled
71552,White,Women,2015,Unskilled
74559,White,Women,2007,Unskilled
54175,White,Men,2015,Unskilled
5361,Minority,Men,2015,Skilled
36629,White,Women,2007,Unskilled
19267,White,Men,2015,Skilled
39509,Minority,Women,2015,Unskilled
11726,White,Men,2015,Skilled
62128,White,Men,2015,Semi-Skilled
6032,Minority,Women,2015,Skilled
4932,Minority,Women,2007,Skilled
32933,Minority,Men,2007,Unskilled
48987,White,Men,2007,Unskilled
35861,Minority,Men,2015,Unskilled
8893,White,Men,2015,Skilled
39414,White,Women,2007,Unskilled
70874,White,Men,2015,Unskilled
48789,Minority,Women,2015,Unskilled
80151,White,Men,2015,Unskilled
55252,White,Women,2015,Unskilled
71348,White,Men,2015,Unskilled
5726,Minority,Men,2015,Skilled
46248,Minority,Men,2015,Unskilled
17593,Minority,Men,2015,Unskilled
55236,White,Women,2015,Unskilled
34121,White,Men,2007,Unskilled
19593,Minority,Women,2015,Unskilled
13065,Minority,Women,2015,Unskilled
28809,White,Men,2015,Unskilled
16235,White,Men,2007,Skilled
4685,White,Men,2007,Skilled
67854,White,Men,2007,Unskilled
7871,Minority,Men,2007,Unskilled
2771,Minority,Men,2015,Skilled
63458,White,Men,2015,Semi-Skilled
14120,White,Women,2015,Skilled
23756,Minority,Men,2015,Unskilled
31709,Minority,Women,2015,Semi-Skilled
84064,White,Women,2015,Unskilled
8196,White,Women,2007,Skilled
38773,Minority,Women,2015,Unskilled
70902,White,Men,2015,Unskilled
81127,White,Women,2015,Unskilled
30155,Minority,Men,2015,Semi-Skilled
77022,White,Women,2007,Unskilled
13553,White,Women,2015,Skilled
32071,Minority,Men,2007,Unskilled
34567,Minority,Women,2007,Unskilled
32556,White,Women,2015,Unskilled
10094,Minority,Men,2015,Unskilled
10967,White,Men,2015,Skilled
67076,White,Men,2007,Unskilled
30321,White,Men,2015,Unskilled
31895,White,Women,2015,Unskilled
44050,Minority,Women,2007,Unskilled
8936,Minority,Women,2007,Unskilled
26429,White,Women,2007,Unskilled
46898,White,Women,2015,Unskilled
37233,White,Women,2007,Unskilled
71301,White,Men,2015,Unskilled
67137,White,Men,2007,Unskilled
82255,White,Women,2015,Unskilled
37949,White,Women,2007,Unskilled
12586,White,Women,2015,Skilled
78939,White,Men,2015,Unskilled
21386,White,Men,2007,Unskilled
2068,White,Men,2015,Skilled
6887,White,Women,2007,Skilled
13823,White,Women,2015,Skilled
26016,White,Women,2007,Unskilled
23314,White,Men,2007,Unskilled
66238,White,Men,2007,Unskilled
52498,White,Men,2015,Unskilled
71945,White,Women,2015,Unskilled
44054,Minority,Women,2007,Unskilled
18513,White,Men,2015,Skilled
27489,White,Women,2007,Unskilled
55511,White,Men,2007,Semi-Skilled
22761,White,Men,2007,Unskilled
11258,Minority,Women,2015,Unskilled
41809,White,Men,2015,Unskilled
17142,Minority,Men,2015,Unskilled
46431,White,Women,2015,Unskilled
14889,White,Men,2007,Skilled
15408,Minority,Women,2007,Unskilled
34457,Minority,Men,2007,Unskilled
64037,White,Men,2015,Semi-Skilled
9410,Minority,Women,2007,Unskilled
52820,White,Men,2015,Unskilled
76802,White,Women,2007,Unskilled
27539,Minority,Women,2007,Semi-Skilled
19614,White,Men,2015,Skilled
12588,White,Women,2015,Skilled
3090,White,Men,2007,Skilled
5206,White,Men,2007,Skilled
10705,Minority,Men,2015,Unskilled
14032,Minority,Women,2007,Unskilled
27395,Minority,Women,2007,Semi-Skilled
28280,Minority,Men,2015,Semi-Skilled
46994,Minority,Men,2015,Unskilled
3196,Minority,Women,2015,Skilled
76395,White,Women,2007,Unskilled
39346,Minority,Women,2015,Unskilled
23678,White,Men,2007,Unskilled
1089,Minority,Men,2007,Skilled
28989,White,Men,2015,Unskilled
42104,White,Men,2015,Unskilled
40105,White,Women,2007,Unskilled
21639,Minority,Men,2007,Unskilled
75590,White,Women,2007,Unskilled
17413,Minority,Men,2015,Unskilled
80901,White,Women,2015,Unskilled
36226,Minority,Men,2015,Unskilled
41214,Minority,Men,2007,Unskilled
23196,Minority,Men,2015,Unskilled
1949,White,Men,2015,Skilled
47798,Minority,Men,2015,Unskilled
50852,White,Men,2007,Unskilled
39114,Minority,Women,2015,Unskilled
38931,White,Women,2007,Unskilled
48651,White,Men,2007,Unskilled
20609,Minority,Women,2015,Unskilled
60097,White,Women,2007,Semi-Skilled
26570,Minority,Men,2007,Semi-Skilled
40706,White,Women,2007,Unskilled
52314,Minority,Women,2015,Unskilled
18663,Minority,Women,2015,Unskilled
8725,White,Men,2015,Skilled
17421,White,Women,2007,Skilled
59438,White,Men,2007,Semi-Skilled
9539,White,Men,2015,Skilled
33532,White,Women,2015,Unskilled
41284,Minority,Men,2007,Unskilled
62151,White,Men,2015,Semi-Skilled
10653,White,Men,2015,Skilled
14801,White,Men,2007,Skilled
33340,White,Women,2015,Unskilled
5266,Minority,Men,2015,Skilled
72601,White,Men,2007,Unskilled
54822,White,Men,2015,Unskilled
5132,Minority,Men,2015,Skilled
41375,White,Men,2015,Unskilled
46470,White,Women,2015,Unskilled
43722,Minority,Women,2007,Unskilled
23925,White,Men,2007,Unskilled
12384,Minority,Women,2015,Unskilled
41931,Minority,Men,2007,Unskilled
32464,Minority,Men,2007,Unskilled
10281,Minority,Men,2015,Unskilled
75026,White,Women,2007,Unskilled
33557,Minority,Men,2007,Unskilled
11139,White,Men,2015,Skilled
13241,Minority,Men,2007,Unskilled
56931,White,Men,2007,Semi-Skilled
34890,White,Men,2007,Unskilled
47377,Minority,Men,2015,Unskilled
61615,White,Men,2015,Semi-Skilled
14792,Minority,Women,2007,Unskilled
48186,Minority,Men,2015,Unskilled
79073,White,Men,2015,Unskilled
52449,White,Men,2015,Unskilled
36898,White,Women,2007,Unskilled
39811,Minority,Men,2007,Unskilled
22380,Minority,Men,2007,Unskilled
56765,White,Men,2007,Semi-Skilled
47113,White,Women,2015,Unskilled
382,Minority,Women,2015,Skilled
27905,White,Men,2015,Unskilled
25410,Minority,Men,2007,Semi-Skilled
83636,White,Women,2015,Unskilled
35933,Minority,Men,2015,Unskilled
62352,White,Men,2015,Semi-Skilled
44096,White,Women,2015,Unskilled
11611,White,Men,2015,Skilled
3546,Minority,Women,2015,Skilled
43233,White,Women,2015,Unskilled
22699,White,Men,2007,Unskilled
42406,Minority,Women,2007,Unskilled
55647,White,Men,2007,Semi-Skilled
508,White,Men,2007,Skilled
52373,White,Men,2015,Unskilled
42537,White,Men,2015,Unskilled
7074,Minority,Men,2007,Unskilled
18740,Minority,Women,2015,Unskilled
4649,Minority,Women,2007,Skilled
34302,Minority,Men,2007,Unskilled
28718,White,Men,2015,Unskilled
21058,Minority,Women,2015,Unskilled
44200,White,Women,2015,Unskilled
76930,White,Women,2007,Unskilled
5834,White,Men,2007,Skilled
26511,Minority,Men,2007,Semi-Skilled
39934,Minority,Men,2007,Unskilled
11808,Minority,Women,2015,Unskilled
16369,Minority,Women,2007,Unskilled
45191,White,Women,2015,Unskilled
27284,Minority,Women,2007,Semi-Skilled
32879,Minority,Men,2007,Unskilled
22530,Minority,Men,2007,Unskilled
30407,Minority,Men,2015,Semi-Skilled
37829,Minority,Men,2015,Unskilled
42547,Minority,Women,2007,Unskilled
40722,White,Women,2007,Unskilled
29013,Minority,Men,2015,Semi-Skilled
29657,White,Men,2015,Unskilled
42566,Minority,Women,2007,Unskilled
30570,Minority,Men,2015,Semi-Skilled
23936,Minority,Men,2015,Unskilled
79307,White,Men,2015,Unskilled
31793,White,Women,2015,Unskilled
44893,White,Women,2015,Unskilled
80859,White,Women,2015,Unskilled
25681,White,Women,2007,Unskilled
51713,White,Women,2007,Unskilled
82679,White,Women,2015,Unskilled
55929,White,Men,2007,Semi-Skilled
23883,Minority,Men,2015,Unskilled
9413,Minority,Women,2007,Unskilled
32852,White,Women,2015,Unskilled
42353,Minority,Women,2007,Unskilled
82075,White,Women,2015,Unskilled
77964,White,Women,2007,Unskilled
38222,Minority,Men,2015,Unskilled
41133,White,Women,2007,Unskilled
25490,White,Women,2007,Unskilled
35585,Minority,Women,2007,Unskilled
16762,White,Women,2007,Skilled
79684,White,Men,2015,Unskilled
26701,White,Women,2007,Unskilled
24939,Minority,Men,2007,Semi-Skilled
8445,Minority,Women,2007,Unskilled
9431,White,Men,2015,Skilled
82502,White,Women,2015,Unskilled
32341,White,Women,2015,Unskilled
77744,White,Women,2007,Unskilled
6278,Minority,Women,2015,Skilled
39048,White,Women,2007,Unskilled
51006,Minority,Women,2015,Unskilled
62690,White,Men,2015,Semi-Skilled
12208,White,Men,2015,Skilled
1218,Minority,Men,2007,Skilled
65375,White,Women,2015,Semi-Skilled
47975,Minority,Men,2015,Unskilled
11277,Minority,Women,2015,Unskilled
38198,White,Women,2007,Unskilled
31723,Minority,Women,2015,Semi-Skilled
37557,Minority,Men,2015,Unskilled
30549,Minority,Men,2015,Semi-Skilled
68048,White,Men,2007,Unskilled
33447,Minority,Men,2007,Unskilled
15711,Minority,Women,2007,Unskilled
7723,Minority,Men,2007,Unskilled
59272,White,Men,2007,Semi-Skilled
23012,White,Men,2007,Unskilled
36828,Minority,Men,2015,Unskilled
62635,White,Men,2015,Semi-Skilled
15088,White,Men,2007,Skilled
37931,Minority,Men,2015,Unskilled
28585,Minority,Men,2015,Semi-Skilled
14864,White,Men,2007,Skilled
30378,White,Men,2015,Unskilled
45016,White,Women,2015,Unskilled
22866,Minority,Men,2015,Unskilled
45208,Minority,Women,2007,Unskilled
41771,Minority,Men,2007,Unskilled
39553,White,Women,2007,Unskilled
19793,White,Women,2015,Skilled
40131,White,Women,2007,Unskilled
76785,White,Women,2007,Unskilled
71243,White,Men,2015,Unskilled
83193,White,Women,2015,Unskilled
83000,White,Women,2015,Unskilled
41578,White,Men,2015,Unskilled
50348,White,Men,2007,Unskilled
18047,White,Women,2007,Skilled
11101,White,Men,2015,Skilled
63094,White,Men,2015,Semi-Skilled
36498,White,Women,2007,Unskilled
64736,White,Men,2015,Semi-Skilled
56447,White,Men,2007,Semi-Skilled
367,White,Men,2007,Skilled
26369,Minority,Men,2007,Semi-Skilled
3698,White,Men,2007,Skilled
79602,White,Men,2015,Unskilled
56143,White,Men,2007,Semi-Skilled
43003,Minority,Women,2007,Unskilled
27584,Minority,Women,2007,Semi-Skilled
4717,White,Men,2007,Skilled
15900,White,Men,2007,Skilled
48387,Minority,Men,2015,Unskilled
20687,Minority,Women,2015,Unskilled
2208,White,Women,2015,Skilled
50440,Minority,Women,2015,Unskilled
33971,Minority,Men,2007,Unskilled
72887,White,Men,2007,Unskilled
71917,White,Women,2015,Unskilled
5921,Minority,Women,2015,Skilled
41719,White,Men,2015,Unskilled
45726,White,Women,2015,Unskilled
21884,White,Men,2007,Unskilled
68830,White,Women,2007,Unskilled
5808,White,Men,2007,Skilled
52568,White,Men,2015,Unskilled
62011,White,Men,2015,Semi-Skilled
27889,Minority,Women,2007,Semi-Skilled
60849,White,Women,2007,Semi-Skilled
52408,White,Men,2015,Unskilled
42040,White,Men,2015,Unskilled
20044,Minority,Women,2015,Unskilled
48254,Minority,Men,2015,Unskilled
48373,White,Men,2007,Unskilled
59124,White,Men,2007,Semi-Skilled
51521,Minority,Women,2015,Unskilled
42558,Minority,Women,2007,Unskilled
28294,White,Men,2015,Unskilled
55284,White,Women,2015,Unskilled
12973,Minority,Women,2015,Unskilled
23259,Minority,Men,2015,Unskilled
15674,White,Men,2007,Skilled
21608,Minority,Men,2007,Unskilled
75064,White,Women,2007,Unskilled
25905,White,Women,2007,Unskilled
30466,White,Men,2015,Unskilled
30079,Minority,Men,2015,Semi-Skilled
71493,White,Women,2015,Unskilled
26276,Minority,Men,2007,Semi-Skilled
26619,White,Women,2007,Unskilled
135,White,Men,2007,Skilled
80686,White,Women,2015,Unskilled
7744,White,Women,2007,Skilled
22817,Minority,Men,2015,Unskilled
59991,White,Women,2007,Semi-Skilled
10415,Minority,Men,2015,Unskilled
11100,White,Men,2015,Skilled
58329,White,Men,2007,Semi-Skilled
81325,White,Women,2015,Unskilled
11223,Minority,Women,2015,Unskilled
47715,Minority,Men,2015,Unskilled
32452,White,Women,2015,Unskilled
31855,Minority,Women,2015,Semi-Skilled
19928,White,Women,2015,Skilled
20856,White,Women,2015,Skilled
56224,White,Men,2007,Semi-Skilled
27676,White,Women,2007,Unskilled
44046,White,Women,2015,Unskilled
41641,Minority,Men,2007,Unskilled
78154,White,Women,2007,Unskilled
34348,Minority,Men,2007,Unskilled
40774,White,Women,2007,Unskilled
60003,White,Women,2007,Semi-Skilled
41398,Minority,Men,2007,Unskilled
50143,Minority,Women,2015,Unskilled
21342,White,Men,2007,Unskilled
40365,Minority,Men,2007,Unskilled
77983,White,Women,2007,Unskilled
73992,White,Men,2007,Unskilled
25138,Minority,Men,2007,Semi-Skilled
469,White,Men,2007,Skilled
44373,White,Women,2015,Unskilled
78199,White,Women,2007,Unskilled
38838,Minority,Women,2015,Unskilled
19557,Minority,Women,2015,Unskilled
47242,White,Women,2015,Unskilled
1928,White,Men,2015,Skilled
24509,Minority,Men,2007,Semi-Skilled
10613,White,Men,2015,Skilled
66261,White,Men,2007,Unskilled
4384,Minority,Men,2007,Skilled
28313,Minority,Men,2015,Semi-Skilled
10861,Minority,Men,2015,Unskilled
21455,Minority,Men,2007,Unskilled
1928,Minority,Men,2015,Skilled
80569,White,Men,2015,Unskilled
29508,Minority,Men,2015,Semi-Skilled
34475,White,Men,2007,Unskilled
58181,White,Men,2007,Semi-Skilled
42077,White,Men,2015,Unskilled
17079,Minority,Men,2015,Unskilled
12560,White,Women,2015,Skilled
23322,Minority,Men,2015,Unskilled
40496,Minority,Men,2007,Unskilled
25538,White,Women,2007,Unskilled
5089,Minority,Women,2007,Skilled
44949,Minority,Women,2007,Unskilled
76621,White,Women,2007,Unskilled
49428,Minority,Women,2015,Unskilled
8294,White,Women,2007,Skilled
48105,Minority,Men,2015,Unskilled
62228,White,Men,2015,Semi-Skilled
14770,Minority,Women,2007,Unskilled
43541,White,Women,2015,Unskilled
24499,White,Women,2007,Unskilled
14009,Minority,Men,2007,Unskilled
262,Minority,Men,2015,Skilled
33088,Minority,Men,2007,Unskilled
6127,Minority,Women,2015,Skilled
10158,Minority,Men,2015,Unskilled
45185,Minority,Women,2007,Unskilled
2338,Minority,Men,2015,Skilled
67385,White,Men,2007,Unskilled
80780,White,Women,2015,Unskilled
49500,Minority,Women,2015,Unskilled
1006,White,Women,2007,Skilled
28512,Minority,Men,2015,Semi-Skilled
26199,White,Women,2007,Unskilled
43324,White,Women,2015,Unskilled
41811,White,Men,2015,Unskilled
37350,Minority,Men,2015,Unskilled
69553,White,Men,2015,Unskilled
21076,Minority,Women,2015,Unskilled
47742,White,Women,2015,Unskilled
8065,White,Women,2007,Skilled
22166,White,Men,2007,Unskilled
39288,Minority,Women,2015,Unskilled
20800,Minority,Women,2015,Unskilled
64413,White,Men,2015,Semi-Skilled
27729,Minority,Women,2007,Semi-Skilled
77205,White,Women,2007,Unskilled
72368,White,Men,2007,Unskilled
29281,White,Men,2015,Unskilled
31886,White,Women,2015,Unskilled
80999,White,Women,2015,Unskilled
66679,White,Men,2007,Unskilled
10802,White,Men,2015,Skilled
76209,White,Women,2007,Unskilled
30540,White,Men,2015,Unskilled
26498,Minority,Men,2007,Semi-Skilled
39970,Minority,Men,2007,Unskilled
17369,Minority,Men,2015,Unskilled
83437,White,Women,2015,Unskilled
48577,Minority,Women,2015,Unskilled
81943,White,Women,2015,Unskilled
11162,Minority,Women,2015,Unskilled
46953,Minority,Men,2015,Unskilled
26117,Minority,Men,2007,Semi-Skilled
67614,White,Men,2007,Unskilled
17581,White,Women,2007,Skilled
28674,White,Men,2015,Unskilled
72033,White,Women,2015,Unskilled
48301,Minority,Men,2015,Unskilled
3790,Minority,Men,2007,Skilled
37760,White,Women,2007,Unskilled
44215,White,Women,2015,Unskilled
9948,Minority,Men,2015,Unskilled
51353,Minority,Women,2015,Unskilled
5746,White,Men,2007,Skilled
15848,Minority,Women,2007,Unskilled
21060,Minority,Women,2015,Unskilled
31397,White,Women,2015,Unskilled
83661,White,Women,2015,Unskilled
25164,Minority,Men,2007,Semi-Skilled
50869,White,Men,2007,Unskilled
72114,White,Women,2015,Unskilled
2302,White,Women,2015,Skilled
7891,Minority,Men,2007,Unskilled
47234,White,Women,2015,Unskilled
10565,Minority,Men,2015,Unskilled
55,White,Men,2007,Skilled
82425,White,Women,2015,Unskilled
47790,White,Women,2015,Unskilled
18816,White,Men,2015,Skilled
20429,White,Women,2015,Skilled
4500,White,Men,2007,Skilled
47225,White,Women,2015,Unskilled
48824,Minority,Women,2015,Unskilled
23757,Minority,Men,2015,Unskilled
76180,White,Women,2007,Unskilled
12415,White,Women,2015,Skilled
63092,White,Men,2015,Semi-Skilled
53346,White,Men,2015,Unskilled
48382,Minority,Men,2015,Unskilled
5506,White,Men,2007,Skilled
51415,Minority,Women,2015,Unskilled
43702,Minority,Women,2007,Unskilled
27461,Minority,Women,2007,Semi-Skilled
14530,White,Women,2015,Skilled
56373,White,Men,2007,Semi-Skilled
82434,White,Women,2015,Unskilled
15110,White,Men,2007,Skilled
10758,White,Men,2015,Skilled
28958,White,Men,2015,Unskilled
